204000056 2020-12-09T00:00:30.984039+09:00
		 00:00	S#2-2	204000056
		 00:01	S#2-2	204000056
		 00:02	S#2-2	204000056
		 00:03	S#2-2	204000056
		 00:04	S#2-2	204000056
		 00:05	S#2-2	204000056
		 00:06	S#2-2	204000056
		 00:07	S#2-2	204000056
		 00:08	S#2-2	204000056
		 00:09	S#2-2	204000056
		 00:10	S#2-2	204000056
		 00:11	S#2-2	204000056
		 00:12	S#2-2	204000056
		 00:13	S#2-2	204000056
		 00:14	S#2-2	204000056
		 00:15	S#2-2	204000056
		 00:16	S#2-2	204000056
		 00:17	S#2-2	204000056
		 00:18	S#2-2	204000056
		 00:19	S#2-2	204000056
		 00:20	S#2-2	204000056
		 00:21	S#2-2	204000056
		 00:22	S#2-2	204000056
		 00:23	S#2-2	204000056
		 00:24	S#2-2	204000056
		 00:25	S#2-2	204000056
		 00:26	S#2-2	204000056
		 00:27	S#2-2	204000056
		 00:28	S#2-2	204000056
		 00:29	S#2-2	204000056
		 00:30	S#2-2	204000056
		 00:31	S#2-2	204000056
		 00:32	S#2-1	204000056
		 00:33	S#2-1	204000056
		 00:34	S#2-1	204000056
		 00:35	S#2-1	204000056
		 00:36	S#2-1	204000056
		 00:37	S#2-1	204000056
		 00:38	S#2-1	204000056
		 00:39	S#2-1	204000056
		 00:40	S#2-1	204000056
		 00:41	S#2-1	204000056
		 00:42	S#2-1	204000056
		 00:43	S#2-1	204000056
		 00:44	S#2-1	204000056
		 00:44	S#2-1	204000056
		 00:45	S#2-1	204000056
		 00:46	S#2-1	204000056
		 00:47	S#2-1	204000056
		 00:48	S#2-1	204000056
		 00:49	S#2-1	204000056
		 00:51	S#2-1	204000056
		 00:52	S#2-1	204000056
		 00:53	S#2-1	204000056
		 00:54	S#2-1	204000056
		 00:55	S#2-1	204000056
		 00:55	S#2-1	204000056
		 00:56	S#2-1	204000056
		 00:57	S#2-1	204000056
		 00:59	S#2-1	204000056
		 01:00	S#2-1	204000056
		 01:01	S#2-1	204000056
		 01:02	S#2-1	204000056
		 01:03	S#2-1	204000056
		 01:03	S#2-1	204000056
		 01:04	S#2-1	204000056
State #0	State #0	State #0			 01:48	S#2-1	204000056
		 01:49	S#2-1	204000056
State #0	State #0	State #0	State #0	
