233000031 2020-12-09T00:00:30.984341+09:00
		 00:00	S#2-2	233000031
		 00:01	S#2-2	233000031
		 00:02	S#2-2	233000031
		 00:03	S#2-2	233000031
		 00:04	S#2-2	233000031
		 00:05	S#2-2	233000031
		 00:06	S#2-2	233000031
		 00:07	S#2-2	233000031
		 00:08	S#2-2	233000031
		 00:09	S#2-2	233000031
		 00:10	S#2-2	233000031
		 00:11	S#2-2	233000031
		 00:12	S#2-2	233000031
		 00:13	S#2-2	233000031
		 00:14	S#2-2	233000031
		 00:15	S#2-2	233000031
		 00:16	S#2-2	233000031
		 00:17	S#2-2	233000031
		 00:18	S#2-2	233000031
		 00:19	S#2-2	233000031
		 00:20	S#2-2	233000031
		 00:21	S#2-2	233000031
		 00:22	S#2-2	233000031
		 00:23	S#2-2	233000031
		 00:24	S#2-2	233000031
		 00:25	S#2-2	233000031
		 00:26	S#2-2	233000031
		 00:27	S#2-2	233000031
		 00:28	S#2-2	233000031
		 00:29	S#2-2	233000031
		 00:30	S#2-2	233000031
		 00:31	S#2-2	233000031
		 00:32	S#2-2	233000031
		 00:33	S#2-2	233000031
		 00:34	S#2-2	233000031
		 00:35	S#2-2	233000031
		 00:36	S#2-2	233000031
		 00:37	S#2-2	233000031
		 00:38	S#2-2	233000031
		 00:39	S#2-2	233000031
		 00:40	S#2-2	233000031
		 00:41	S#2-2	233000031
		 00:42	S#2-2	233000031
		 00:43	S#2-2	233000031
		 00:44	S#2-2	233000031
		 00:44	S#2-2	233000031
		 00:45	S#2-2	233000031
		 00:46	S#2-2	233000031
		 00:47	S#2-2	233000031
		 00:48	S#2-2	233000031
		 00:49	S#2-2	233000031
		 00:51	S#2-2	233000031
		 00:52	S#2-2	233000031
		 00:53	S#2-2	233000031
		 00:54	S#2-2	233000031
		 00:55	S#2-2	233000031
		 00:56	S#2-2	233000031
		 00:56	S#2-2	233000031
		 00:57	S#2-2	233000031
		 00:59	S#2-2	233000031
		 01:00	S#2-2	233000031
		 01:01	S#2-2	233000031
		 01:02	S#2-2	233000031
		 01:03	S#2-2	233000031
		 01:03	S#2-2	233000031
		 01:04	S#2-2	233000031
State #0	State #0	State #0			 01:49	S#2-2	233000031
		 01:50	S#2-2	233000031
State #0	State #0	State #0	State #0	State #0			 01:55	S#2-2	233000031
		 01:56	S#2-2	233000031
		 01:57	S#2-2	233000031
		 01:58	S#2-2	233000031
		 01:59	S#2-2	233000031
		 02:00	S#2-2	233000031
		 02:01	S#2-2	233000031
		 02:02	S#2-2	233000031
		 02:03	S#2-2	233000031
